	Th0_0.5h_1_1	Th0_14h_4_1	Th0_16h_1_1	Th0_16h_7_1	Th0_18h_5_1	Th0_1h_1_1	Th0_20h_5_1	Th0_20h_6_1	Th0_25h_6_1	Th0_2h_2_1	Th0_2h_7_1	Th0_30h_6_1	Th0_30h_9_1	Th0_36h_6_1	Th0_42h_6_1	Th0_42h_7_1	Th0_48h_6_1	Th0_4h_3_1	Th0_54h_6_1	Th0_54h_7_1	Th0_60h_6_1	Th0_72h_6_1	Th0_72h_7_1	Th0_8h_3_1	Th0_8h_8_1	Tr1_0.5h_1_1	Tr1_12h_4_1	Tr1_14h_4_1	Tr1_16h_1_1	Tr1_16h_7_1	Tr1_18h_5_1	Tr1_1h_1_1	Tr1_20h_5_1	Tr1_20h_6_1	Tr1_25h_6_1	Tr1_2h_2_1	Tr1_2h_7_1	Tr1_30h_6_1	Tr1_30h_9_1	Tr1_36h_6_1	Tr1_42h_6_1	Tr1_42h_7_1	Tr1_48h_6_1	Tr1_4h_3_1	Tr1_54h_6_1	Tr1_54h_7_1	Tr1_60h_6_1	Tr1_72h_6_1	Tr1_72h_7_1	Tr1_8h_3_1	Tr1_8h_8_1	Th0_0.5h_1_7	Th0_10h_1_7	Th0_10h_2_7	Th0_12h_1_7	Th0_16h_1_7	Th0_1h_1_7	Th0_1h_2_7	Th0_20h_1_7	Th0_20h_2_7	Th0_24h_1_7	Th0_2h_1_7	Th0_30h_1_7	Th0_30h_2_7	Th0_42h_1_7	Th0_42h_2_7	Th0_48h_1_7	Th0_4h_1_7	Th0_4h_2_7	Th0_50h_1_7	Th0_52h_1_7	Th0_52h_2_7	Th0_60h_1_7	Th0_60h_2_7	Th0_6h_1_7	Th0_72h_1_7	Th0_8h_1_7	Th17_0.5h_1_7	Th17_10h_1_7	Th17_10h_2_7	Th17_12h_1_7	Th17_16h_1_7	Th17_1h_1_7	Th17_1h_2_7	Th17_20h_1_7	Th17_20h_2_7	Th17_24h_1_7	Th17_2h_1_7	Th17_30h_1_7	Th17_30h_2_7	Th17_42h_1_7	Th17_42h_2_7	Th17_48h_1_7	Th17_4h_1_7	Th17_4h_2_7	Th17_50h_1_7	Th17_52h_1_7	Th17_52h_2_7	Th17_60h_1_7	Th17_60h_2_7	Th17_6h_1_7	Th17_72h_1_7	Th17_8h_1_7
Mpdu1	2.2492	 2.266	2.2669	2.2898	2.3082	2.4261	2.2954	2.3554	2.3214	2.3435	2.2423	2.3093	2.2771	2.2584	2.3025	2.2649	2.2674	2.2063	 2.208	2.1855	2.1703	2.0616	2.1007	2.2292	2.2377	2.2821	2.3431	2.2779	2.3314	2.2907	2.3662	2.3544	2.2721	2.3493	2.3395	2.3205	2.1152	2.2815	2.3297	 2.346	2.3218	2.2532	2.2373	2.2303	2.2109	2.1754	2.1457	2.0465	1.9443	2.2614	2.1818	2.0894	2.2242	2.1871	2.2889	2.2482	2.2901	2.1807	2.2314	 2.292	2.3068	2.1566	 2.402	2.3054	2.3818	2.2859	2.3792	1.7235	2.0631	2.4261	2.3539	2.3824	 2.421	 2.377	2.0668	2.3753	1.9774	1.9149	2.1659	2.1891	2.2645	2.1824	2.0094	2.2045	2.1685	2.2447	2.2079	2.1719	2.3468	2.2775	2.3267	2.1962	2.3062	1.9209	2.0588	2.3382	2.3416	2.2981	2.2919	2.2596	2.1478	2.2541	2.0686
Mpzl2	1.2242	1.2347	1.2491	1.2319	1.2734	 1.236	1.2702	1.3483	1.2751	 1.178	1.1878	1.2893	 1.328	1.4492	1.4827	1.5263	1.7507	1.2668	1.5697	1.4444	1.5456	1.6642	1.3765	1.2009	1.2227	1.2073	1.2728	1.3516	1.3262	1.5189	 1.528	 1.208	1.5768	1.5438	 1.622	1.2116	1.1978	1.4543	1.4752	1.7035	1.6572	1.3816	1.5105	1.2286	1.4632	1.3659	1.3522	1.4082	1.4548	1.3145	1.1928	1.0589	1.2129	1.2605	 1.316	1.3125	1.3619	1.1427	1.2717	1.3426	1.5033	1.2386	1.3488	1.2887	2.1121	2.2238	2.1302	 1.318	1.2866	2.0924	2.3487	2.3673	2.4932	2.6174	1.3127	2.4301	1.2799	1.0681	1.3007	1.2483	1.4363	1.3492	 1.487	 1.453	1.2882	1.3236	1.3401	 1.561	1.6601	1.4411	1.5772	1.3616	1.3843	1.4937	1.3982	1.3947	1.3415	1.4066	1.3534	1.4299	1.5373	 1.526	1.4844
Ms4a4b	3.7932	3.3446	3.5075	3.3642	 3.377	3.7146	3.3695	3.3786	3.3673	3.7815	3.7573	  3.35	3.3715	3.4902	3.5367	3.5654	3.5715	3.7868	3.6529	3.7082	3.7274	3.7326	3.7556	3.4302	 3.615	3.8134	2.9991	3.1028	3.0519	2.7524	2.9612	3.7615	2.8763	 3.053	2.8658	3.8645	3.8004	3.0179	 2.984	3.1753	3.3371	3.0736	3.4006	3.7328	3.5252	3.4218	 3.488	3.6998	3.5288	3.2518	 3.667	4.2014	 3.497	3.4418	3.6842	 3.479	4.1262	4.2228	3.6496	3.6825	3.5768	3.9385	3.6488	3.6486	3.5654	3.5038	3.5094	3.6986	3.6967	3.5816	 3.482	3.4583	3.3202	3.4176	3.5613	3.3772	3.2714	4.1246	3.1208	3.0923	3.1334	2.6866	4.0981	4.2423	2.5501	  2.48	2.1995	4.0619	2.3174	2.3239	 2.429	2.2718	2.2216	  3.69	 3.805	2.0858	2.2058	2.1203	1.5176	1.8389	3.4031	1.7599	 2.874
Ms4a4c	2.2414	2.0069	2.2693	2.0705	2.0067	2.0433	2.1733	 2.006	2.2196	2.1383	 2.246	2.2441	2.2539	2.3109	2.2811	2.3846	2.2311	2.3034	2.5847	2.4972	2.6697	2.5859	2.9509	2.1612	2.3361	2.2603	1.8873	1.9192	 1.966	1.8628	1.8466	2.1788	1.8831	1.8419	1.8644	2.2697	2.3943	1.9212	1.9193	1.9113	1.9874	1.9399	2.0402	2.4601	2.1344	1.9691	2.0631	2.1561	 2.016	1.9646	 2.316	 2.477	2.0649	2.0977	2.2563	2.2366	2.3336	2.4932	2.2192	2.2364	2.1394	2.3052	2.3754	2.3233	2.3298	 2.318	2.2477	2.4843	2.3408	2.4294	2.4096	2.3527	2.2795	2.3708	2.1819	 2.558	2.0953	2.4819	1.7885	1.8209	 1.776	1.7147	2.4402	2.6101	1.6354	1.6529	1.5155	2.5871	1.5788	1.5567	1.5432	1.6253	1.6525	2.2296	2.2224	1.6199	1.7255	1.6928	1.5697	1.6423	2.0244	1.5464	1.9272
Ms4a6c	2.4007	1.6535	1.6274	1.5977	1.6378	2.2891	1.6487	1.6808	1.6941	2.2429	2.2498	1.7876	1.7267	1.6442	 1.701	1.7176	1.6572	2.4893	1.6358	1.4625	1.5628	1.4974	1.5472	1.7622	2.1012	2.3869	1.4621	1.5604	 1.528	1.4684	1.5489	2.2415	1.5703	1.5426	1.4648	2.4348	2.4465	 1.468	1.4852	1.5505	1.5244	1.4829	1.4502	2.4047	1.4715	1.4714	1.3943	1.5908	1.4404	1.6852	 2.053	2.2346	1.5753	1.5989	1.6158	1.6143	2.0501	2.1241	1.5646	1.6357	1.7162	1.8802	1.9201	1.8255	1.8314	1.8263	1.6452	1.8572	1.9773	1.6819	1.6781	1.7614	1.7172	1.6983	1.7848	1.6511	1.6059	 2.314	1.4131	 1.312	1.3615	1.3328	2.1874	2.2251	1.3761	1.2313	1.3238	2.1806	1.3353	1.3653	1.3938	1.2368	1.3622	1.9552	1.8914	1.2364	1.2312	1.2503	1.2984	1.2582	1.6664	1.2888	1.4246
Mt2	1.2829	1.4741	 1.392	 1.493	 1.558	1.4653	  1.55	1.5074	1.5767	1.3218	1.2436	1.5421	1.4723	1.4304	1.4809	1.4993	2.9348	1.3326	1.5872	1.6964	1.8019	1.9177	2.0699	1.3005	 1.281	1.3672	1.5576	1.8067	1.9087	2.1622	2.2776	1.2898	2.2776	2.2174	2.3272	1.3003	1.4348	2.1562	2.1604	2.3005	 2.529	2.3052	 2.939	1.2855	2.8965	3.0111	3.1356	 3.245	  3.19	 1.362	1.3556	1.2098	1.3192	1.3253	1.4889	1.4811	1.3509	1.3368	1.2256	1.6231	1.4278	1.2234	1.6172	1.5657	1.5449	1.6204	1.6076	1.2692	1.3582	1.7641	1.7997	1.8019	1.8843	1.8274	1.4357	1.9932	1.0893	1.3408	1.2632	1.4741	1.7923	1.9887	1.2968	 1.292	1.9688	2.3758	2.3033	1.3164	 2.668	2.6942	2.6686	2.6562	2.6559	1.5732	1.4527	2.6554	2.6674	2.9039	2.7645	2.8137	1.5074	2.9387	1.7543
Mtss1	2.7393	1.9474	2.0203	1.9426	2.0089	2.6624	2.1622	2.0063	2.1777	2.3997	2.3416	2.2836	2.2828	2.3209	2.3438	2.4013	2.5079	2.2788	2.3535	2.4015	2.3667	2.4521	2.4429	2.0036	2.3197	2.7376	1.7654	1.9574	2.0742	2.1228	2.0966	2.7075	2.2327	2.1421	2.1623	2.3788	2.3865	2.1977	 2.227	2.2368	 2.335	2.3638	2.2827	2.3343	2.3612	2.4974	 2.492	2.4519	2.6402	2.0089	2.4438	2.9083	1.9407	1.9088	1.9835	1.9851	2.8707	2.8182	2.2768	2.2511	2.2136	2.5401	2.2255	2.2839	2.2515	2.2653	2.2745	 2.411	2.4471	2.3072	2.3157	2.3098	2.2599	2.2917	2.1704	2.2744	2.0129	2.9057	2.3146	2.3126	2.2477	2.3295	2.8736	2.8394	2.5569	 2.389	2.4094	2.5121	2.4112	2.4566	2.3562	2.3951	2.3554	2.3947	2.3693	2.3357	2.3519	2.3344	2.3734	2.3403	2.4282	2.4914	2.2897
Mvp	1.7535	1.8432	1.8281	1.8124	1.8477	1.6488	1.7058	1.8632	1.4366	1.8758	1.9358	1.2376	1.4505	  1.45	1.3326	1.5452	1.3855	2.1105	1.4336	1.6716	1.4561	1.3644	1.5878	1.8497	1.6842	1.7014	 1.866	1.8559	1.8892	1.7874	1.8899	 1.691	1.7455	1.8578	1.6753	1.9005	1.9136	 1.557	1.4725	1.5741	1.4459	 1.613	1.5569	2.0172	1.5804	1.5744	1.4519	 1.639	1.5364	 1.762	1.9281	1.5815	1.8139	1.8292	1.8515	1.7443	1.5728	1.6096	1.6451	1.7337	1.6238	1.7399	1.4435	1.5028	1.5805	1.5518	1.5107	1.6134	1.9782	1.5814	1.5966	1.5854	 1.637	1.5809	1.8838	1.5869	 1.648	 1.485	 1.867	1.8833	1.9544	1.8381	1.5509	1.7634	1.7305	1.7806	1.6871	1.8418	1.6008	1.6092	1.6706	1.5045	1.7818	1.7938	2.0397	1.7592	1.7299	1.8103	1.8741	1.8759	1.9229	1.8948	1.7848
Mxd1	 1.388	1.2903	1.2176	1.2795	1.2632	1.5165	1.2942	 1.278	1.3154	1.3966	 1.422	1.3656	1.2486	 1.312	1.2717	1.2389	1.3448	1.3831	1.3399	1.3549	1.3058	1.3678	1.3314	1.1982	1.4152	1.4757	1.2436	1.2636	1.2881	1.2659	1.1956	1.5296	1.2401	1.2517	 1.282	1.5664	1.7964	1.3223	1.3173	1.2474	1.3045	1.3483	1.3613	 1.391	1.3232	1.4147	1.4575	1.5079	 1.446	1.3153	1.2517	1.4207	 1.304	1.2819	1.3036	1.3885	1.6303	1.6357	 1.285	1.2903	1.3749	1.2864	 1.281	1.2154	1.4222	 1.215	1.2876	1.3634	1.3238	1.2759	1.2836	1.2336	1.3524	1.2955	1.4081	1.4409	1.2913	1.4189	1.3303	1.3356	1.3911	1.3305	1.5078	1.7143	1.3183	 1.292	1.2954	1.8569	1.3653	1.3294	1.4046	1.2894	1.2931	1.5859	1.6878	1.2646	1.3332	1.2947	1.3924	1.4247	1.5344	1.3845	1.3656
Mxi1	1.4857	1.1913	1.2174	1.3025	1.2556	1.7807	1.2337	 1.101	1.3103	1.9089	1.5738	1.4934	1.4853	1.5432	1.6406	  1.72	2.3377	1.2915	1.8543	1.9246	1.8673	 2.361	2.0733	1.1891	1.1695	1.5453	1.1265	1.2533	1.2384	1.1824	1.2875	1.6136	1.2205	 1.352	1.3839	1.8955	1.7552	 1.423	1.5441	1.4888	1.7216	1.7048	2.0555	1.2098	2.1987	2.1753	2.1139	 2.521	2.3606	1.1942	1.2885	1.5955	1.2098	1.0818	1.2976	1.2023	1.8955	1.9518	1.4362	1.4924	1.5038	1.7288	1.4785	1.3519	1.5018	1.2993	1.5196	1.2629	1.4304	1.5376	1.6045	1.5386	 1.439	1.3969	1.2344	1.5856	1.3468	1.4314	1.1753	1.2034	1.4393	1.3442	1.4672	1.7482	1.5495	1.4175	1.4907	1.5808	1.5383	1.5778	1.6382	1.6597	2.0431	1.2676	1.2155	1.8897	2.1533	1.9727	1.9711	1.9932	1.3983	2.4312	1.2181
Myb	2.8621	1.8906	2.3629	2.1358	2.2087	3.1624	 2.293	2.2732	2.3353	 2.966	2.8065	 2.465	2.4178	2.4357	2.5441	2.4835	2.4324	2.4317	2.6497	2.4291	2.6737	2.7983	2.6517	1.8531	2.1335	2.8093	 1.708	1.7328	2.0011	 1.817	2.1025	2.9845	2.0182	2.0273	1.9251	2.6028	 2.445	2.1264	2.1146	2.1317	 2.331	2.0923	 2.439	2.2774	2.4202	2.3736	2.4091	2.3846	2.3332	1.7643	1.9584	2.7286	2.1056	2.0518	2.0581	2.1409	3.2369	3.0885	2.3433	2.2911	2.2514	3.0649	2.2891	  2.46	2.3782	2.5137	 2.397	2.7036	2.5516	2.4318	2.4744	2.4978	2.5706	2.5927	2.1955	2.6482	2.1989	2.9083	1.7314	 1.727	  1.65	1.8415	3.0229	 2.942	2.1127	2.0355	2.1259	2.7767	2.1168	2.1672	2.2678	2.3797	2.3071	2.4809	2.4102	2.2852	 2.404	2.4385	2.5939	2.5076	2.0352	2.6254	1.9278
Mycbp2	3.4158	2.9575	2.9876	2.9088	2.9133	3.3661	2.9455	2.9109	2.9031	 3.324	3.3008	2.9241	2.9278	2.8902	2.9018	2.8869	2.8404	3.2529	2.8781	2.8585	2.8645	2.8273	2.9497	3.0117	3.1452	3.3995	2.8984	2.9686	2.9467	2.8087	2.8895	3.3237	2.9354	2.8937	2.9272	3.3458	3.2577	2.8364	2.8599	2.7557	2.8509	 2.827	2.7833	 3.258	2.8141	 2.779	2.8018	2.8401	2.8814	3.0449	3.1326	3.4127	3.0337	  3.07	3.0011	2.9764	3.3682	 3.395	2.9319	2.9719	2.8682	3.3002	2.8963	2.9132	2.8424	2.9028	 2.849	3.2043	3.1906	2.8942	2.9097	2.9512	2.8853	2.9151	3.1486	2.8798	3.0907	3.4398	2.9865	3.0004	2.9222	2.8593	3.3694	3.4049	2.7912	 2.842	2.7267	3.2743	2.7085	2.6955	2.6815	2.6627	 2.674	3.1307	3.1758	2.6806	2.7002	2.6811	2.6927	2.6948	3.0784	2.7234	3.0654
Myd88	2.7959	2.6759	2.6858	 2.679	2.7343	2.8724	2.7506	2.7772	2.7785	2.8855	2.8885	2.8253	2.8371	2.7848	 2.647	2.6002	2.4275	2.8307	2.5353	2.4987	2.4656	2.3429	2.5053	2.6956	2.7546	2.8966	2.8151	2.8518	2.8969	2.8772	2.9033	3.1492	 2.983	2.9626	2.9749	3.0895	3.0599	3.0096	 3.041	2.9132	2.8488	2.8585	2.7883	2.8166	2.7789	 2.747	2.6369	2.7026	2.5742	 2.788	2.7933	 2.616	2.6508	2.6357	2.6182	2.6162	2.5824	2.5784	2.6452	2.7071	2.7022	2.6857	2.7658	2.6942	2.7135	2.6648	2.6536	2.7689	2.7776	2.6373	2.6353	2.6206	2.6092	2.6107	2.6514	2.6347	2.6764	2.7791	2.8212	2.7961	2.7885	2.9028	3.0551	3.0176	2.9808	3.0093	2.9965	3.0166	2.9701	2.9747	2.8563	2.8411	2.7004	2.8647	2.8616	2.7494	2.7037	  2.79	2.8104	2.7496	2.7657	2.5992	2.7812
Myo10	1.8212	1.5835	1.4688	1.5683	1.6188	1.9049	 1.474	1.5597	1.3345	 1.853	1.8967	1.4636	1.3931	 1.351	1.2905	1.4389	1.5824	1.9959	1.3837	1.5485	1.4007	1.4838	1.6406	1.7522	1.9479	1.8386	 1.747	1.6241	1.5836	1.5851	1.5685	1.8268	 1.558	1.5378	1.5112	1.8294	1.7101	1.4715	1.5956	1.4565	1.4813	 1.498	1.5369	1.8462	1.5586	1.6195	1.6795	 1.719	1.8389	1.7901	1.9403	1.7843	1.8991	 1.891	1.7182	1.4806	1.8259	1.7895	1.2467	1.6438	1.5427	1.7169	1.5297	 1.447	1.4047	1.3875	1.4718	2.0299	 2.064	1.4633	1.3401	1.4397	1.4725	1.4031	2.1508	1.4093	1.9472	1.6942	2.0725	2.0442	1.9754	1.8492	1.7008	1.7885	1.7797	1.8741	 1.857	1.8515	2.0506	1.9893	2.1827	2.0449	2.1154	2.0469	2.0696	2.1416	2.0764	2.1056	 2.138	2.0691	2.2998	2.3324	2.0674
Myo18a	2.5398	1.9749	2.0381	2.1116	1.9519	2.4347	2.2035	2.1741	2.2254	2.0653	2.0539	2.2622	 2.198	2.1464	2.2317	2.2182	2.3303	 1.801	2.2996	2.3248	2.3812	 2.342	2.3211	1.7886	1.9385	2.4708	 2.008	1.9939	2.0178	1.9559	 1.946	2.5358	2.0843	1.9691	2.0802	2.1302	1.7629	2.1243	2.1598	2.0953	2.1196	2.1447	2.1472	 1.801	2.2222	2.1974	2.2718	 2.378	2.2628	1.8555	1.8532	 2.526	1.8737	1.9392	2.0204	2.0129	2.4811	2.3802	2.2265	2.1474	2.3501	1.9582	2.2994	2.2818	2.3317	2.3073	2.3378	1.7988	 1.769	2.2608	2.2738	2.3369	2.3717	2.3091	1.6955	2.2947	1.7917	2.4807	1.8351	 1.749	1.8536	1.8706	2.4125	 2.409	1.9583	2.0929	2.1064	1.9665	2.1366	2.0754	2.1358	2.1096	2.0984	1.6965	1.7643	2.2106	2.1759	2.1765	2.1405	2.1823	1.6907	2.3641	1.8442
Myst4	2.4452	 1.765	1.7519	1.6507	1.7442	2.4015	1.7267	1.7532	1.7046	2.3627	2.1191	1.5041	1.8287	1.7825	1.8287	1.9299	 2.137	1.9583	1.8965	1.8931	1.9336	2.0672	1.9837	 1.589	1.6806	2.4638	 1.689	1.6933	 1.682	1.5526	1.6791	2.3971	1.6152	1.6906	1.6864	2.3682	1.9953	1.7194	1.7538	1.9214	2.0069	1.9982	2.0855	1.9965	2.2498	2.2871	2.3058	2.3533	2.4313	1.7484	1.8293	2.3365	1.7018	1.8035	1.7937	1.7706	 2.339	2.3849	1.7427	1.8052	1.7827	2.3754	1.8551	1.8654	1.7165	1.8324	1.8458	1.9983	1.9312	1.7606	1.8453	1.8402	 1.869	1.8689	1.7267	1.7928	1.6919	 2.361	1.9003	1.8839	1.8752	1.9049	2.3719	2.4102	2.1106	2.0046	2.0837	2.4691	2.0328	2.0667	 2.165	2.1681	2.1968	2.0958	 1.987	2.1514	2.1887	2.1522	2.2554	 2.163	1.8797	 2.416	 1.803
Naca	3.7486	3.8478	3.8643	 3.862	 3.868	3.7652	3.8353	3.8507	3.8087	3.7834	3.7936	3.7326	3.7932	3.8387	3.7815	3.7912	3.7639	3.7369	3.7753	3.8406	3.7988	3.8219	3.8377	3.8446	3.7366	3.7768	3.8997	3.8207	3.8526	3.8552	3.8445	 3.767	3.8435	3.8564	3.8056	3.7817	3.7763	3.7961	3.7839	3.8165	3.7718	3.7718	3.7638	3.8063	3.7588	3.8312	3.7942	3.7733	3.8481	3.7973	3.8152	3.7645	3.8403	3.8687	3.8499	3.8463	3.7393	3.7916	3.8294	3.8831	3.8089	3.7301	3.8042	3.8415	3.7669	3.8593	 3.764	3.7849	3.7503	3.7411	3.8157	3.7956	3.7515	3.8065	3.8296	3.7728	3.8647	3.7783	3.8871	3.8703	3.8853	3.9027	3.7336	3.7873	3.8842	3.8807	3.8688	3.7207	3.8582	 3.865	3.8363	3.8749	3.8368	3.7707	 3.816	3.8369	3.8255	3.8382	3.7923	3.8246	 3.778	3.7881	3.7933
Naga	2.0478	1.6905	1.7081	1.5684	1.6092	2.1222	1.7263	1.6499	1.7644	2.0455	2.0416	1.6121	1.7939	1.7857	1.8415	1.8442	1.9938	1.8771	1.9772	2.0215	2.0098	2.3085	2.1074	1.6123	1.8198	2.1183	 1.624	 1.727	1.6069	1.6478	1.5776	2.1724	1.6155	1.6092	1.7442	2.0459	2.0023	1.7393	1.7086	 1.779	1.8867	1.8988	1.8738	1.8098	1.9483	2.0652	2.0595	2.1914	 2.272	1.6122	1.8259	2.1934	1.6727	1.7356	1.7195	 1.753	2.2323	2.2302	1.7116	1.7811	1.8748	2.1844	1.8924	 1.864	1.7891	1.7641	1.7823	1.9295	1.9433	1.8042	 1.808	1.7932	1.8055	1.7773	 1.669	1.9064	1.7094	 2.187	1.7474	1.7365	1.6459	1.7327	 2.177	2.2727	1.7861	1.7668	1.8047	2.1086	1.8668	1.8835	1.7735	1.6551	1.8494	1.9377	1.9053	1.8238	1.8569	1.8229	1.8534	 1.817	1.8453	2.1004	1.8012
Narf	2.1466	1.5905	1.7268	1.5949	1.5655	2.2647	1.8343	1.7762	1.9334	2.1932	1.9496	1.8818	1.9421	 2.141	2.1624	2.1581	2.4045	1.6855	2.1356	2.2518	2.1989	2.2745	2.1234	1.6115	1.5708	2.1921	1.4518	1.5308	1.6191	1.5232	1.5304	2.2772	1.5008	1.6188	1.7263	 2.078	1.7424	1.9117	1.8942	2.1602	2.2163	2.1416	2.1396	1.6581	2.1833	2.1815	2.2126	2.2973	2.2405	1.5215	1.6316	2.3241	1.5174	1.4013	1.6288	1.6861	 2.246	2.2433	1.8632	1.8519	1.9498	2.1209	1.9594	1.9827	 2.098	2.0217	2.2243	1.5941	1.6925	2.1913	2.2206	2.1367	2.2282	2.2216	 1.516	2.2456	1.5906	 2.343	1.6553	1.6486	1.7332	1.7248	2.2163	2.2785	1.8096	1.6476	1.8406	2.0414	1.8453	1.9341	1.7896	1.7743	1.9278	1.5847	1.7412	1.9696	2.0338	1.9107	1.9522	2.0005	1.5478	2.0966	1.6205
Narg2	2.3584	2.4541	2.4829	2.4195	2.3478	1.9412	2.4534	2.3381	2.4225	2.0741	1.9627	2.3849	2.4668	2.3861	2.4576	 2.486	2.3521	2.4268	2.4131	2.3713	2.3939	  2.39	2.4265	2.4025	2.3591	2.3742	2.4265	 2.428	2.4342	 2.385	2.2761	1.9547	2.3454	2.3195	2.3697	2.0645	1.8981	2.3718	2.3663	2.4486	2.4452	2.4171	2.3801	2.3431	2.3803	2.3975	2.4111	2.3124	 2.246	2.4554	2.3733	2.4669	2.4771	 2.529	2.4003	2.3818	 2.255	2.1669	2.3751	2.4277	2.3732	2.2217	2.4325	2.4513	2.4041	2.4745	2.4268	2.3917	2.3994	2.3714	2.3696	2.4355	2.4332	2.4649	2.4338	 2.309	 2.405	2.3778	2.4848	2.4933	2.4155	2.3381	2.2016	2.2363	2.3583	2.3237	2.3183	2.1984	2.2952	2.3183	2.2438	2.2586	2.2228	2.3487	2.3724	2.1907	 2.199	2.2538	2.2537	2.2769	2.4637	2.1739	2.3992
Ncdn	2.4802	2.5218	2.4797	2.5077	2.5166	2.3743	2.4598	2.5929	 2.502	 2.361	 2.385	2.3508	2.4206	2.4263	2.3854	2.3368	2.2097	2.5542	 2.235	2.1629	2.1198	1.9823	2.0853	 2.551	2.4795	2.4216	2.6067	2.5092	2.5059	2.4563	2.4766	2.3374	 2.477	  2.49	2.4606	2.2145	2.2764	2.3817	2.4221	2.3858	2.2451	2.2319	2.1945	2.4781	2.1445	2.0559	2.0149	2.0503	1.8561	2.5293	2.5228	2.2208	2.4477	2.4684	2.4335	2.4453	2.1757	2.2124	2.3477	2.4596	2.4154	2.3263	2.3921	2.4241	2.3132	2.3822	2.3468	2.5727	2.5672	2.3731	2.3317	2.3454	2.3506	2.3463	2.4984	2.2651	2.5459	2.2918	2.3985	2.3977	2.4217	2.3643	2.2423	2.1892	2.3482	2.3959	2.3499	2.2976	2.3526	2.3202	2.3057	2.1974	2.2185	2.5684	2.4822	2.2512	2.1481	2.2761	2.2352	2.2563	2.4655	2.0971	2.4713
Nckap1	 1.793	2.1736	 1.874	2.0134	2.0646	1.8472	2.0694	2.1266	2.0509	2.3062	2.3015	2.1155	2.1742	2.1373	2.3225	2.4237	2.5049	 2.036	 2.566	2.6875	2.5338	2.4411	2.6446	 2.116	1.9319	1.8651	2.3247	2.3595	2.1465	2.3003	2.3129	1.8947	2.2645	2.3515	2.3069	2.2531	2.0399	 2.315	2.3087	2.3682	2.4254	2.6073	2.5013	1.9831	2.5254	2.6703	 2.662	 2.354	 2.371	2.2006	2.1707	1.9615	2.2273	2.2137	2.0522	1.9542	2.0554	2.0404	1.9446	2.1191	2.2019	2.4404	2.1063	2.1152	2.3448	2.2469	2.2924	2.3439	2.3079	2.3912	2.2879	2.3874	2.4324	2.3731	2.1108	2.3177	2.1991	2.0218	 2.361	 2.316	2.3127	2.3329	2.2587	2.1899	2.3912	2.4939	2.4969	 2.305	 2.439	 2.435	2.6819	2.5389	2.6157	2.2733	2.2377	2.7083	2.6517	2.6939	2.6567	2.6094	2.2327	2.7593	2.3709
Ncoa1	2.3841	1.9357	1.8499	1.7713	1.8764	2.4053	1.8536	2.0627	1.8346	2.4175	2.4795	1.9053	1.9046	1.9621	1.9454	1.9915	1.9011	2.0895	1.9963	1.9917	1.8657	2.0186	2.0607	1.9106	2.0536	2.3671	2.0094	1.8815	1.8805	1.8882	1.8995	2.3728	1.9425	1.8696	2.0389	2.4007	2.3594	2.0704	2.0332	2.1127	2.1402	2.1174	2.1513	2.0357	2.1119	2.1858	2.0486	2.0475	2.1635	1.9707	2.0372	2.2985	 1.918	1.9583	1.8909	1.8862	2.2702	2.3343	1.8446	1.9836	2.0029	2.4305	1.9512	1.9313	2.0333	1.8833	1.9692	2.1863	2.1685	 1.995	1.9355	1.9904	2.0026	2.0123	1.8696	 1.958	1.9661	2.3887	2.1811	2.2247	 2.187	2.1025	2.4144	2.4017	2.1201	2.1634	2.1411	2.3514	 2.137	 2.181	2.1166	2.0148	2.0639	2.1788	2.1812	2.0997	2.0794	2.1174	2.0748	2.0791	2.0927	 2.174	2.2025
Ndrg1	1.5576	1.4826	1.4721	1.3204	1.3714	1.4513	1.4558	1.5634	1.4047	1.9559	1.8503	1.4138	1.4623	1.5293	1.8114	1.7975	2.8934	2.1719	1.8545	1.9477	2.0859	2.5129	 2.057	1.8875	1.9216	1.5976	 1.704	1.4571	1.4914	1.4854	1.3668	1.6921	1.3963	1.4101	1.4027	1.8643	1.7462	1.4744	1.4513	1.7527	 2.129	1.9272	2.3432	2.0667	2.3625	2.4603	2.5466	2.8684	 2.931	1.7618	1.7785	1.6106	2.3198	2.1824	1.8667	1.2713	1.8862	1.7703	1.3387	1.4268	1.3976	2.0708	1.3493	1.4949	1.4876	 1.393	1.6222	2.3992	2.4078	1.6331	 1.611	1.5392	1.4978	1.5938	2.3434	1.6512	 2.123	1.6269	1.5368	1.4938	1.3352	1.2533	1.8709	1.9135	1.2782	 1.378	1.2063	 2.046	 1.351	1.2898	1.5186	1.3093	2.1239	2.3491	2.2628	1.5836	2.0863	1.7557	1.3258	1.3486	1.8865	2.5782	 1.566
